Dimension,ASIN,Date First Available,Manufacturer,Country of Origin,Best Sellers Rank,Color,Item Model Number,Item Weight,Price,AmazonGlobal Shipping,Estimated Import Charges,Day Delivered
35.5 x 1.5 x 36 inches,B07F8HH2SC,None,None,None,"#1,730 in Baby (See Top 100 in Baby)  #32 in Door & Stair Baby Gates",None,0380 BR DS,11.44 pounds,$39.00,$100.44,$60.37,13
12.5 x 12.5 x 14.62 inches,B09SGTCL3J,"February 14, 2022",United Solutions,USA,"#5,106 in Pet Supplies (See Top 100 in Pet Supplies)  #30 in Dog Food Storage",None,PLPN0003,1.82 pounds,$22.99,$112.31,$64.83,13
36 x 23 x 25 inches,B09G4KS7FY,"March 10, 2022",Amazon,China,None,Black,9001N-36A,20.24 Pounds,$83.97,$128.41,$91.01,13
9 x 2.75 x 1.75 inches,B01330INMU,"July 22, 2015",Fetch for Pets,USA,None,Puppy Tearless Shampoo,FF7115,0.8 Pounds,$9.99,$28.42,$0.00,13
7.25 x 5.5 x 5.5 inches,B086WM5F9Q,"April 8, 2020","Best Pet Supplies, Inc.",China,None,Assorted Colors,MX-240T,1.19 pounds,$8.49,$30.18,$0.00,13
6.5 x 6.5 x 12.6 inches,B09T78KX6G,"February 23, 2022",OXO International Ltd.,China,None,None,11332800,2.2 pounds,$24.99,$44.24,$0.00,13
2 x 7.5 x 2 inches,B00CHRZB9E,"May 7, 2004",Manna Pro LLC,USA,None,White,1001044,9 Ounces,$10.99,$27.46,$0.00,13
7 x 2 x 0.05 inches,B081ZDH4D9,"November 25, 2019",Pets First,China,None,Black,PF-5024,2.4 ounces,$15.56,$25.95,$27.22,13
10.6 x 10.5 x 5.1 inches,B088RLTP1Q,"May 25, 2020",Radio Systems Corporation,Vietnam,None,Gray,PWW00-17099,12 Ounces,$38.95,$52.65,$22.51,13
21.25 x 11.5 x 12.25 inches,B07KY5JJTZ,"November 28, 2018","IRUS USA, Inc.",USA,None,Black,589183,1.75 Pounds,$19.99,$156.16,$121.83,13
1.75 x 60 x 32 inches,B0055LV4MM,None,No,None,"#2,741 in Baby (See Top 100 in Baby)  #50 in Door & Stair Baby Gates",None,1602100,6 pounds,$39.99,$61.67,$44.52,13
40 x 4 x 2 inches,B003RQNE7U,"June 13, 2010",Outward Hound,China,None,"Blue Snake, XL",32069,0.45 Pounds,$8.99,$39.71,$22.25,13
3 x 3 x 10 inches,B0002DIOE4,"October 2, 2001",Synergy Labs,USA,None,None,FG00065,2 Pounds,$9.89,$34.01,$22.60,13
22 x 1.6 x 2.8 inches,B07GD47VBM,"September 27, 2017",DogRook,None,None,Black,OB3,4.6 ounces,$36.44,$26.15,$28.06,13
4.5 x 4.5 x 6.75 inches,B00EPDRJNE,"August 7, 2013",Royal Pet Incorporated,China,None,Colors may vary,10007,0.33 Pounds,$7.88,$29.75,$0.00,N/A
23 x 23 x 7 inches,B01MV0IX66,"February 2, 2017","Sentiments, Inc.",China,None,Taupe Shag,4598,2.18 Pounds,$23.99,$111.86,$0.00,13
3.03 x 2.06 x 7.62 inches,B08DVF445R,"July 29, 2020",Virbac,USA,None,Sea Green,90516,1.28 Pounds,$16.77,$30.10,$23.97,13
1 x 3.9 x 7.2 inches,B00PBVS56Y,"November 7, 2014",Hartz,China,None,"blue, purple",3270014777,1.44 ounces,$3.47,$25.65,$0.00,13
16.9 x 9.2 x 3.5 inches,B0BL39ZKG3,"January 2, 2023",Niubya,China,None,Grey,Nby-Ebw-GEY,2.7 Pounds,$25.99,$40.34,$47.42,13
37 x 2 x 36 inches,B000JJFNJK,None,No,China,"#1,508 in Baby (See Top 100 in Baby)  #28 in Door & Stair Baby Gates",None,0941 PW DS,10.98 pounds,$44.99,$87.82,$57.58,13
6.5 x 5.5 x 0.75 inches,B01H5080UY,"June 15, 2016",Central Garden & Pet,China,None,X-Shaped,NXX001P,1 Grams,$7.44,$26.54,$0.00,13
1.8 x 5.5 x 6.1 inches,B06W51XJQ2,"February 1, 2017",Central Garden & Pet,USA,None,Grey,100550149,0.13 Pounds,$22.28,$26.66,$22.34,13
5.12 x 1.14 x 3.23 inches,B071K213GB,"June 10, 2017",Flexi North America,USA,None,Black,CL00C3.250.S,0.22 Pounds,$7.99,$26.21,$0.00,13
7 x 7 x 7 inches,B01MQFGNBA,"July 20, 2015","PetWise, Inc.",USA,None,Furballz (Rainbow),094309,0.17 Kilograms,$10.98,$45.39,$25.44,13
30 x 19 x 21 inches,B01DLS2F14,"March 23, 2016",MidWest Homes For Pets,China,None,Black,B30DD,16.1 Pounds,$42.99,$95.83,$60.10,13
5.98 x 1.18 x 3.54 inches,B07CY1YVL3,"May 8, 2018",Allstar HI,China,None,Grey,30591,5.6 ounces,$19.99,$26.99,$30.49,13
4.67 x 2.89 x 11 inches,B07CTG2M95,"May 1, 2018",Nature's Miracle,USA,None,None,P-98174,2.2 Pounds,$13.99,$33.97,$0.00,13
7.4 x 2.67 x 5.55 inches,B001Q9EHIU,"January 19, 2009",Lucky Champ,Republic of Korea,None,Green,250LR3,0.01 Ounces,$21.28,$28.05,$16.42,13
6 x 11.25 x 7.5 inches,B000G136RM,"May 25, 2006",Hartz,USA,None,Unscented,032700041595,2.99 pounds,$17.97,$43.91,$0.00,13
29.75 x 2.5 x 31 inches,B00E3AMCRW,"February 21, 2013",North States Industries Pets,United States,None,None,4619A,5.72 pounds,$30.04,$104.39,$0.00,13
10.35 x 10.35 x 2.5 inches,B0B965SF5L,"August 10, 2022",Outward Hound,China,None,Standard,70646,1.65 Pounds,$19.59,$34.75,$27.16,13
2 x 2 x 7.75 inches,B00KLRHGZO,"September 9, 2014",Garmon Corp. / NaturVet,USA,None,None,79909011,10.2 Ounces,$11.99,$27.62,$20.57,N/A
6.8 x 10.4 x 9.7 inches,B004K4ZBSI,"December 19, 2009",Petmate,USA,None,Pearl Silver,24625,0.76 Pounds,$11.99,$46.82,$29.24,13
5.05 x 5.04 x 2.22 inches,B06XJ5G37H,"March 6, 2017",Doskocil,Vietnam,None,Orange,31931,0.06 Kilograms,$9.95,$26.47,$0.00,13
9.84 x 8.27 x 4.27 inches,B0B5FQHX44,"June 29, 2022","PetWise, Inc.",China,None,Strong 'N Silent - Platypus (Brown),70869,0.19 Pounds,$8.08,$36.95,$20.72,13
6.35 x 6.25 x 2.2 inches,B09TLH15DD,"February 28, 2022","Pearhead, Inc.",China,None,"Dog Bowl - Medium, Woof",50155,0.04 Pounds,$9.99,$28.86,$0.00,13
"61""L x 16""W x 6""H",B08MFT3JRT,None,MaxxHaul Towing Products,China,"#4,525 in Pet Supplies (See Top 100 in Pet Supplies)  #2 in Dog Car Ramps",Black,50524,10.83 pounds,$38.99,$146.24,$0.00,13
3.63 x 5.94 x 16.88 inches,B000NHWMGU,"July 15, 2004",Radio Systems Corporation,China,None,Multi,CKPH,0.3 Pounds,$9.95,$26.19,$0.00,13
10.91 x 9.92 x 17.83 inches,B0CX8VKMD9,"April 19, 2024",PETLIBRO,China,None,Black,PLAF301,8.2 Pounds,$149.99,$68.91,$133.59,13
7.5 x 2.3 x 2.3 inches,B06Y41566R,"April 7, 2017",Davis Manufacturing,USA,None,green,CH4S12,0.84 Pounds,$13.62,$28.86,$21.95,13
1.76 x 3.46 x 9.14 inches,B08VL45NY7,"February 1, 2021",PetIQ,USA,None,None,00102,18 Ounces,$3.49,$30.18,$0.00,13
10.16 x 7.72 x 14.17 inches,B097KDM2NP,"August 31, 2022",PETLIBRO,China,None,Black,PLAF103,4.21 Pounds,$99.89,$57.68,$96.77,13
31.5 x 31.5 x 22 inches,B07BXTPBXS,"April 4, 2018",Trademark GLB,China,None,Blue,80-PET6082,2.35 Pounds,$12.81,$49.13,$0.00,N/A
"45""L x 30""W",B0C629DZP1,None,U-Play Corporation,China,"#4,781 in Pet Supplies (See Top 100 in Pet Supplies)  #51 in Disposable Dog Training Pads",White,Y38,5.89 pounds,$19.99,$59.53,$44.86,13
3.25 x 1.33 x 7 inches,B07BVKY59G,"April 1, 2018",Radio Systems Corporation,China,None,None,BB-PENGUIN-S,0.26 Pounds,$5.95,$26.03,$0.00,13
51 x 44 x 29.5 inches,B01IS5TPVI,"July 20, 2016","Furhaven Pet Products, Inc.",China,None,Gray,87543437,2.72 pounds,$34.99,$39.03,$0.00,13
7 x 5.5 x 1.2 inches,B00EE653BC,"July 23, 2014",Central Garden & Pet,United States,None,X-Small/Petite,NP201TPP,0.16 Pounds,$7.62,$25.89,$0.00,13
