Dimension,ASIN,Date First Available,Manufacturer,Country of Origin,Best Sellers Rank,Color,Item Model Number,Item Weight,Price,AmazonGlobal Shipping,Estimated Import Charges,Day Delivered
2.5 x 9 x 11 inches,B07CGXLHZW,"May 1, 2018",PlayMonster LLC,China,"#30,814 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #24 in Latch Hook Kits",Multicolor,1602Z,0.96 ounces,$16.92,$32.16,$10.19,14
11.1 x 9 x 0.5 inches,B09NLB4L35,"December 13, 2021",Design Works Crafts,USA,"#31,220 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #29 in Cross-Stitch Counted Kits",In the Jungle Counted Cross Stitch Kit,7113,3.17 ounces,$25.21,$26.46,$23.47,14
"30""L x 20""W",B07WC7P33Q,"August 9, 2019",Design Works Crafts,USA,"#33,193 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #20 in Cross-Stitch Aida Cloth",None,3500,3.2 ounces,$9.64,$25.94,$0.00,14
9.26 x 0.93 x 12.75 inches,B089Q6R85S,None,Dimensions,China,"#12,516 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #3 in Cross-Stitch Counted Kits",14 Ivory Aida,70-08986,5.6 ounces,$19.80,$28.27,$21.99,N/A
17 x 2 x 1.4 inches,B0011456JE,None,No,USA,"#30,866 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #16 in Cross-Stitch Aida Cloth",None,211853,1.34 ounces,$6.13,$26.22,$0.00,14
11 x 0.4 x 8.5 inches,B005IDB6ZM,"August 21, 2011",Janlynn,USA,"#30,910 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #28 in Cross-Stitch Counted Kits",Blue,50222,3.04 ounces,$14.71,$26.50,$19.10,14
1.5 x 1.5 x 17 inches,B000YQKSLQ,"November 12, 2007",No,USA,"#35,350 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #22 in Cross-Stitch Aida Cloth",None,FTC14360853,2.78 ounces,$7.36,$26.75,$0.00,14
0.1 x 1.8 x 4.2 inches,B005EIDO9W,"October 29, 2007",Notions - In Network,United Kingdom,"#24,510 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #23 in Yarn Needles",None,1767-20,0.16 ounces,$2.29,$25.07,$0.00,14
14.5 x 0.81 x 15.6 inches,B001UAH16K,None,No,USA,"#16,403 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #27 in Embroidery Hoops",None,3203,8.8 ounces,$22.99,$29.98,$0.00,14
0.1 x 1.8 x 4.2 inches,B007X952XG,"November 12, 2007",Notions - In Network,United Kingdom,"#28,553 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #25 in Yarn Needles",None,1768-18,0.16 ounces,$3.10,$25.15,$0.00,14
None,B004D5NDS4,"August 23, 2012",Yes,France,"#20,205 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #46 in Embroidery Floss",Glow-in-the-dark,317W-E940,2.72 ounces,$2.99,$25.79,$0.00,14
None,B0021GN2BA,"March 26, 2009",Lion Brand Yarn,India,"#38,510 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #34 in Yarn Needles",Silver,400-5-5002,0.32 ounces,$5.84,$25.11,$0.00,14
7.09 x 6.49 x 0.5 inches,B0BK1Z5RGX,None,IG Design Group,China,"#21,666 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #9 in Cross-Stitch Counted Kits",multicolor,72-76919,6.3 ounces,$10.25,$26.59,$0.00,14
0.1 x 1.8 x 4.2 inches,B000YQGOO6,"April 4, 2004",Notions - In Network,United Kingdom,"#27,140 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #24 in Yarn Needles",None,1768-22,0.16 ounces,$4.28,$25.15,$0.00,14
8.75 x 8.75 x 1 inches,B000GBT9FA,"April 21, 2004",Susan Bates,China,"#29,559 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #68 in Embroidery Hoops",None,14401.008,0.32 ounces,$10.11,$25.99,$0.00,N/A
6 x 3.2 x 0.6 inches,B0B1S25S64,"May 20, 2022",Dyno Merchandise,China,"#20,910 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #16 in Punch Needle Supplies",None,01793,0.95 ounces,$11.99,$25.39,$0.00,14
9.5 x 0.5 x 5.5 inches,B00VLNPSGG,None,No,USA,"#39,584 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #6 in Needlepoint Kits",Multicolor,2569,1.6 ounces,$13.80,$27.06,$24.10,14
None,B004BP8750,"April 4, 2004",Notions - In Network,Germany,"#36,991 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #43 in Embroidery Machine Thread  #338 in Sewing Thread",Scarlet,100P-410,0.3 ounces,$8.09,$25.15,$0.00,14
1.89 x 7.8 x 9.17 inches,B09RRZT88L,"February 3, 2022",Clover,Japan,"#35,976 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #80 in Embroidery Hoops",None,CL8817,4 ounces,$17.65,$28.68,$0.00,14
11.75 x 9 x 2.5 inches,B01LWXFNWL,None,No,China,"#47,717 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #7 in Felt Applique Kits","Red, Green, White, Blue, Yellow",86702,7.4 ounces,$22.99,$30.72,$30.98,14
1 x 1 x 5.25 inches,B00OY12LQW,"April 4, 2004",Sewline,Japan,"#28,995 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #26 in Yarn Needles",None,73366,0.16 ounces,$12.99,$25.15,$0.00,14
0.1 x 1.8 x 4.2 inches,B00637VAF8,"April 7, 2011",Notions - In Network,United Kingdom,"#27,512 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #25 in Yarn Needles",None,1768-18/22,0.16 ounces,$3.10,$25.03,$0.00,14
0.75 x 5.5 x 7.5 inches,B0BK1X8CNZ,None,IG Design Group,China,"#28,883 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #25 in Cross-Stitch Counted Kits",multicolor,70-65224,1.6 ounces,$10.24,$25.51,$0.00,14
1.5 x 1.5 x 17 inches,B004BOXC9W,"November 12, 2007",No,USA,"#44,029 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #25 in Cross-Stitch Aida Cloth",None,GD1436-0322,2.78 ounces,$8.76,$28.98,$0.00,14
3 x 3 x 0.25 inches,B07HCZXYL1,None,"CSS Industries, Inc.",China,"#30,444 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #21 in Cross-Stitch Counted Kits","WHITE,BLACK",72-75184,0.8 ounces,$7.19,$25.70,$0.00,14
2 x 10.5 x 15 inches,B0006HFSFO,"April 21, 2004",EKS,China,"#51,670 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #63 in Cross-Stitch Stamped Kits",multi,3171,13.3 ounces,$35.40,$30.94,$29.65,14
6.5 x 3 x 8.5 inches,B079C7QHZG,"January 27, 2018",Colorbok,China,"#43,108 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #7 in Needlepoint Kits",Lola Cat,73430,2.89 ounces,$11.30,$26.75,$0.00,14
11 x 9 x 1 inches,0998983853,"January 9, 2018",Vista Partners Inc.,USA,"#43,632 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #417 in Embroidery Supplies",None,ISE-925,1.8 pounds,$31.80,$32.21,$8.35,14
7.8 x 5 x 1.1 inches,B07TGQ9MRH,None,"Plaid Enterprises, Inc.",China,"#41,975 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #48 in Cross-Stitch Counted Kits",Toucan Do It,49174E,1.94 ounces,$1.99,$25.98,$0.00,14
11.8 x 9 x 2.21 inches,B09L2RX2FP,"November 4, 2021","Plaid Enterprises, Inc.",USA,"#45,644 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #6 in Felt Applique Kits",None,89330E,6.8 ounces,$25.10,$33.13,$33.44,N/A
2.5 x 9 x 11 inches,B07CH4KDXD,None,PlayMonster LLC,China,"#43,533 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #37 in Latch Hook Kits",Mermaid,1603Z,9.9 ounces,$19.99,$32.59,$23.88,14
12 x 16 x 0.1 inches,B00KHUL87C,"May 19, 2014",Simplicity Creative Corp.,China,"#41,196 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #45 in Cross-Stitch Counted Kits",Multicolor,70-35313,9 ounces,$26.82,$27.42,$24.57,14
None,B0016N3P7U,"March 27, 2008",Clover,Japan,"#44,346 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #45 in Cross-Stitch Counted Kits",Multicolor,341,0.317 ounces,$6.08,$25.07,$0.00,14
"5.5""L x 3""W",B00C1M2JS6,"October 5, 2011",Notions - In Network,China,"#16,011 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #2 in Tatting & Lacemaking Supplies",Purple Lilac,SHH432,0.32 ounces,$5.14,$25.15,$0.00,14
9.81 x 5.75 x 1.88 inches,B000WZ4KRC,None,No,Japan,"#48,625 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #9 in Needle Felting Tools",None,8911,1.06 ounces,$13.98,$28.07,$24.73,14
36.12 x 6.5 x 0.5 inches,B079CB9QVW,"January 27, 2018",Colorbok,China,"#31,986 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #4 in Needlepoint Kits",Blue,73428,1.92 ounces,$9.21,$26.66,$0.00,14
8 x 0.25 x 10 inches,B01E7GDY1E,"September 10, 2016",Spectrum Crafts,USA,"#26,350 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #19 in Cross-Stitch Counted Kits","White, Yellow, Blue",017-0112,1.76 ounces,$15.99,$26.19,$19.51,14
12 x 8.5 x 3.5 inches,B07FMH7M3Q,None,No,USA,"#30,559 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #3 in Felt Applique Kits",multi,86898E,7.1 ounces,$20.93,$31.45,$30.26,14
34 x 33 x 0.2 inches,B00114Q7O2,"April 21, 2004",DiMarzio,China,"#39,064 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #43 in Cross-Stitch Stamped Kits",multi-colored,72724,7 ounces,$41.15,$33.04,$32.96,14
11.75 x 9 x 2.53 inches,B06XKHD2FY,None,No,Switzerland,"#43,797 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #4 in Felt Applique Kits",Christmas Tree Surprise,86710,3.84 ounces,$22.10,$31.29,$30.82,N/A
8.25 x 8.5 x 1 inches,B0BK233C7C,None,IG Design Group,China,"#37,440 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #46 in Punch Needle Supplies",multicolor,72-76390,5.9 ounces,$17.46,$28.85,$21.23,14
0.2 x 3 x 4.75 inches,B001DEGHJK,"July 29, 2008",Notions - In Network,France,"#52,407 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #50 in Yarn Needles",None,74289,0.16 ounces,$4.49,$25.15,$0.00,14
11.8 x 9 x 2.14 inches,B0B5WS682S,None,"Plaid Enterprises, Inc.",USA,"#53,511 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #13 in Felt Applique Kits",Christmas at the Farm,89534E,6.7 ounces,$22.11,$32.33,$31.39,14
36.4 x 5.25 x 0.5 inches,B00IYJ48ES,"March 7, 2014",Stitcher's Revolution,USA,"#43,498 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #44 in Cross-Stitch Counted Kits",None,SR23,0.48 ounces,$4.30,$25.23,$0.00,14
0.5 x 5.56 x 7.56 inches,B00129S6XQ,"January 6, 2008",DiMarzio,China,"#24,368 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #19 in Cross-Stitch Stamped Kits",Multicolor,65017,0.96 ounces,$13.76,$25.50,$18.27,14
56 x 20 x 0.02 inches,B004BP3RC8,"October 31, 2007",Jack Dempsey Assoc LLC,USA,"#55,543 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #65 in Cross-Stitch Stamped Kits",None,30079,2.56 ounces,$13.49,$26.31,$18.50,N/A
12.5 x 9 x 2.53 inches,B0BN4KQ2G4,None,"Plaid Enterprises, Inc.",USA,"#53,192 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #12 in Felt Applique Kits",Jolly Pups Santa,89556E,7 ounces,$26.10,$32.84,$33.82,14
11.8 x 9 x 2.1 inches,B0BBS58WZS,None,"Plaid Enterprises, Inc.",USA,"#56,870 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #18 in Felt Applique Kits",Holiday Hearth,89486E,5.6 ounces,$22.30,$33.17,$31.94,14
6 x 3 x 0.5 inches,B0018N0AJY,"April 29, 2008",Clover,None,"#33,166 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #6 in Tatting & Lacemaking Supplies",Colors Vary,479,0.32 ounces,$9.84,$25.35,$0.00,14
0.04 x 0.04 x 1.77 inches,B004NLW59G,"February 16, 2011",Notions - In Network,France,"#51,198 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #49 in Yarn Needles",None,00880,0.16 ounces,$5.99,$25.87,$0.00,14
17.71 x 20.07 x 37.4 inches,B00WAL7ZCS,"October 5, 2011",No,China,"#56,717 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #378 in Cross-Stitch Supplies",None,U53047,4.07 pounds,$149.99,$116.01,$62.88,14
7.25 x 3.25 x 8.5 inches,B001TAKA2S,None,Toysmith,Hong Kong,"#51,276 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #58 in Cross-Stitch Counted Kits",Multicolor,3592,3.52 ounces,$16.99,$30.34,$9.86,14
10 x 14 x 0.1 inches,B00114PX2Y,"December 12, 2007",DiMarzio,China,"#61,515 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #101 in Cross-Stitch Counted Kits",Ivory,13683,4.8 ounces,$24.35,$27.08,$23.38,14
14.5 x 2 x 0.1 inches,B003701SSS,"February 3, 2010",Cottage Mills,USA,"#49,932 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #53 in Cross-Stitch Counted Kits",multicolored,18002,1.6 ounces,$12.67,$25.43,$0.00,14
14 x 10 x 0.25 inches,B07KG1MXKH,None,"CSS Industries, Inc.",China,"#25,476 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #18 in Cross-Stitch Counted Kits",Flowers,70-35378,2.4 ounces,$22.14,$26.68,$22.28,14
0.1 x 1.8 x 4.2 inches,B001E5U8AW,"August 12, 2008",Notions - In Network,United Kingdom,"#39,966 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #38 in Yarn Needles",None,1767-16,0.16 ounces,$4.59,$25.03,$0.00,14
6 x 6 x 0.2 inches,B08B7CXTNF,None,Dimensions,China,"#44,464 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #52 in Cross-Stitch Counted Kits",Star Wars,72-76143,0.16 ounces,$13.20,$26.64,$18.54,14
None,B001DEGAPQ,"April 21, 2004",Notions - In Network,France,"#43,877 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #82 in Embroidery Floss",Tropical Glow,16241,2.08 ounces,$14.17,$25.60,$8.54,14
11 x 8.6 x 1.2 inches,B09QB3PWK5,"January 12, 2022","Design Works Crafts, Inc.",USA,"#70,618 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #98 in Cross-Stitch Stamped Kits",In the Jungle,7114,1.6 ounces,$14.48,$28.49,$5.88,14
1.83 x 9 x 12.5 inches,B00OJG85XK,"October 15, 2014",Tobin,USA,"#46,972 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #53 in Cross-Stitch Stamped Kits","34""x43""",T21770,13.2 ounces,$26.60,$33.95,$27.22,N/A
10.46 x 0.45 x 10.46 inches,B000Y3F6QQ,"October 31, 2007",Notions - In Network,USA,"#38,965 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #97 in Embroidery Hoops",None,70954,None,$7.20,$30.16,$0.00,14
6 x 6 x 0.5 inches,B07TT8KBVK,None,Dimensions,China,"#22,567 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #30 in Cross-Stitch Counted Kits",White 14 Cnt. Aida,72-76045,1.6 ounces,$9.90,$25.71,$0.00,14
0.07 x 8.26 x 12.16 inches,B003FODH9E,"October 31, 2007",Notions - In Network,China,"#60,170 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #126 in Embroidery Floss",None,72642,1.76 ounces,$6.38,$25.83,$0.00,14
None,B00UUBVN96,"March 17, 2015",No,China,"#38,389 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #81 in Embroidery Floss",Neon,13689,2.82 ounces,$9.45,$25.80,$0.00,14
11.8 x 9 x 2.21 inches,B09W18YS32,None,"Plaid Enterprises, Inc.",USA,"#74,109 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #35 in Felt Applique Kits",White,89531E,6 ounces,$21.18,$32.35,$30.88,14
None,B001DEHXWA,"April 21, 2004",Notions - In Network,France,"#62,461 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #130 in Embroidery Floss",Fluorescent,16152,1.6 ounces,$14.17,$25.58,$8.54,14
12.98 x 9.08 x 0.83 inches,B00BSSG1PQ,None,No,China,"#17,745 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #8 in Cross-Stitch Counted Kits",Snow Bears,70-08902,4 ounces,$20.81,$28.25,$22.38,14
2.5 x 9 x 11 inches,B093FC15XW,None,PlayMonster LLC,China,"#20,947 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #22 in Latch Hook Kits",Rainbow,1801,9.6 ounces,$14.73,$32.58,$9.86,14
5 x 3 x 0.5 inches,B07YYZ25NY,"October 10, 2019","Handy Hands, Inc., us_home, HAV90",China,"#65,464 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #11 in Tatting & Lacemaking Supplies",None,SHH4801,0.634 ounces,$8.65,$25.15,$0.00,14
8.25 x 8.5 x 1 inches,B09WCZXL6L,None,IG Design Group,China,"#53,988 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #61 in Punch Needle Supplies",Floral Gnome,72-76393,1.6 ounces,$19.99,$27.60,$21.77,14
0.52 x 9.41 x 13.26 inches,B0928RYSNZ,"April 18, 2021",IG Design Group,China,"#56,339 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #83 in Cross-Stitch Counted Kits",Various,70-08995,6.4 ounces,$23.26,$28.34,$23.46,14
0.11 x 9.11 inches,B000YQKT1U,"November 6, 2012",DMC,USA,"#68,447 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #54 in Cross-Stitch Aida Cloth",None,51073,2.39 ounces,$9.09,$25.92,$0.00,14
4.49 x 2.28 x 2.17 inches,B0BKW2RPNN,"October 29, 2022",None,None,"#294 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #1 in Embroidery Machine Thread  #2 in Sewing Thread",None,902,5 ounces,None,None,None,N/A
1 x 1 x 5.25 inches,B00OY17CIY,"April 4, 2004",Sewline,Japan,"#39,038 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #4 in Cross-Stitch Patterns  #35 in Yarn Needles",None,73368,0.32 ounces,$12.70,$25.14,$0.00,14
12 x 9 x 0.1 inches,B001DEI3YC,"April 21, 2004",EKS,China,"#60,714 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #79 in Cross-Stitch Stamped Kits",multi-colored,73065,3.04 ounces,$22.99,$26.19,$22.44,14
None,B0BNN5F9XZ,"November 30, 2022",Arteza,China,"#29,580 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #64 in Embroidery Floss",Multicolor,ARTZ-4873,5.6 ounces,$19.79,$27.92,$8.55,14
11.81 x 8.27 x 0.16 inches,B07DP2V5B7,"June 12, 2018",Design Works Crafts,USA,"#61,504 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #100 in Cross-Stitch Counted Kits",A Breeze Off the Ocean,JL 182.1811,3.84 ounces,$14.93,$26.58,$19.23,14
7 x 6.5 x 3 inches,B0BK1ZJBR1,None,IG Design Group,China,"#67,483 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #89 in Latch Hook Kits",multicolor,72-76380,8.4 ounces,$20.76,$29.65,$22.95,14
